Name,SMILES
M1,[Fe+2].[O-][Cl+3]([O-])([O-])[O-]
M3,[Cl-].[Cl-].[Fe+3]
M4,[Cu+]
M17,N#Cc1ccccc1.N#Cc1ccccc1.[Pd+2]
M19,CC#N.CC#N.[Pd+2]
M29,[Cl-].[Co+2]
