Name,SMILES,CXSMILES
L1,[C:1]([C:2]([C:3]([H:24])([H:25])[H:26])([C@@:4]1([H:27])[C:5]([H:28])([H:29])[O:6][C:7]([C:8]([C:9]([H:30])([H:31])[H:32])([C:10]([H:33])([H:34])[H:35])[C:11]2=[N:12][C@:13]([C:14]([C:15]([H:38])([H:39])[H:40])([C:16]([H:41])([H:42])[H:43])[H:37])([H:36])[C:17]([H:44])([H:45])[O:18]2)=[N:19]1)[H:23])([H:20])([H:21])[H:22],"[H]C([H])([H])C(C1=N[C@@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O1)(C1=N[C@@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O1)C([H])([H])[H] |(0.651364,-0.315562,2.8427;-0.206358,-0.0564075,2.2293;-1.10728,-0.488713,2.6576;-0.295255,1.02602,2.21047;-0.00185598,-0.591823,0.808643;1.23925,-0.00158342,0.20994;2.07117,0.730126,0.811879;3.13084,1.06962,-0.114425;3.14796,2.16006,-0.225958;4.49759,0.629851,0.43945;4.60171,1.13631,1.40459;4.56333,-0.874449,0.690848;5.49526,-1.12622,1.19158;3.73544,-1.1817,1.32544;4.51692,-1.43683,-0.239171;5.62557,1.08786,-0.480724;5.59409,2.16614,-0.619876;5.54812,0.614467,-1.45713;6.58885,0.825244,-0.049988;2.68431,0.385236,-1.43552;2.46464,1.10757,-2.2261;3.40272,-0.348179,-1.80792;1.48268,-0.293269,-1.09075;-1.16654,-0.156214,-0.0313456;-2.19481,-0.843677,-0.275082;-3.10446,-0.0396328,-1.06566;-3.26432,-0.545646,-2.02452;-4.45975,0.115318,-0.359711;-4.29163,0.664951,0.573868;-5.43752,0.894744,-1.2349;-5.05287,1.88142,-1.48246;-6.38512,1.01744,-0.715679;-5.62227,0.357065,-2.16257;-5.02755,-1.26024,-0.0217599;-4.31179,-1.82001,0.572681;-5.95588,-1.16002,0.535756;-5.22749,-1.81841,-0.933434;-2.33302,1.29796,-1.24359;-2.85691,2.14772,-0.796875;-2.0997,1.52177,-2.28735;-1.11627,1.10063,-0.533966;0.1034,-2.11939,0.805444;-0.838764,-2.54462,1.13747;0.902876,-2.43716,1.47067;0.309322,-2.47775,-0.199405),wD:7.7,25.26|"
L2,[C:1]([C:2]([C:3]([H:29])([H:30])[H:31])([C:4]1=[N:5][C@:6]([c:7]2[c:8]([H:33])[c:9]([H:34])[c:10]([H:35])[c:11]([H:36])[c:12]2[H:37])([H:32])[C:13]([H:38])([H:39])[O:14]1)[C:15]1=[N:16][C@:17]([c:18]2[c:19]([H:41])[c:20]([H:42])[c:21]([H:43])[c:22]([H:44])[c:23]2[H:45])([H:40])[C:24]([H:46])([H:47])[O:25]1)([H:26])([H:27])[H:28],"[H]c1c([H])c([H])c([C@]2([H])N=C(C(C3=N[C@@]([H])(c4c([H])c([H])c([H])c([H])c4[H])C([H])([H])O3)(C([H])([H])[H])C([H])([H])[H])OC2([H])[H])c([H])c1[H] |(-7.23729,-0.659278,-0.955926;-6.20821,-0.782555,-0.652359;-5.37748,0.320088,-0.54882;-5.7569,1.30682,-0.771718;-4.05927,0.161645,-0.161581;-3.4108,1.0214,-0.0773543;-3.56047,-1.09991,0.135098;-2.11292,-1.2771,0.518962;-1.99054,-2.22379,1.0551;-1.64313,-0.201823,1.36601;-0.709931,0.397975,0.767164;0.0100378,1.61277,1.28238;1.36336,1.62784,0.631946;2.36286,0.98166,1.05201;3.45564,1.1771,0.120323;4.30275,1.61559,0.658307;3.87233,-0.135651,-0.493289;2.92653,-0.930869,-1.12939;1.89691,-0.606244,-1.16588;3.2971,-2.13408,-1.70131;2.55522,-2.74771,-2.19208;4.61578,-2.55351,-1.64652;4.90436,-3.49347,-2.09373;5.56148,-1.76613,-1.01293;6.59111,-2.09008,-0.964014;5.19084,-0.56332,-0.436668;5.93116,0.0473349,0.0602181;2.85736,2.16609,-0.924864;2.85015,1.7455,-1.93425;3.36864,3.13246,-0.935285;1.5175,2.36133,-0.494993;-0.803436,2.84933,0.880544;-1.78563,2.8006,1.3447;-0.296203,3.7507,1.21623;-0.915015,2.89824,-0.200036;0.148919,1.51623,2.80231;-0.825907,1.32111,3.2389;0.550686,2.44507,3.19865;0.82513,0.705828,3.05617;-0.346852,-0.0659149,-0.45475;-1.16916,-1.1937,-0.720753;-0.534072,-2.07695,-0.828287;-1.72029,-1.0211,-1.64964;-4.39867,-2.20153,0.031045;-4.01812,-3.18706,0.260531;-5.71565,-2.04361,-0.363091;-6.35988,-2.90733,-0.441423),wU:7.7,14.14|"
L3,[C:1]([C:2]([C:3]([H:26])([H:27])[H:28])([C:4]([C@@:5]1([H:31])[C:6]([H:32])([H:33])[O:7][C:8]([C:9]([C:10]#[N:11])([C:12]2=[N:13][C@:14]([C:15]([C:16]([C:17]([H:39])([H:40])[H:41])([C:18]([H:42])([H:43])[H:44])[H:38])([H:36])[H:37])([H:35])[C:19]([H:45])([H:46])[O:20]2)[H:34])=[N:21]1)([H:29])[H:30])[H:25])([H:22])([H:23])[H:24],"[H]C(C#N)(C1=N[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O1)C1=N[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O1 |(0.466488,2.4418,-1.81389;0.162703,1.45375,-2.17946;-0.0692839,1.52756,-3.60716;-0.247144,1.57495,-4.73337;-1.10906,1.03858,-1.49643;-1.23173,0.0603962,-0.714431;-2.61055,0.0155985,-0.263678;-3.02815,-0.941428,-0.587682;-2.65102,0.102545,1.26457;-2.49406,1.14298,1.56059;-1.79965,-0.473716,1.633;-3.92584,-0.430774,1.93315;-3.79296,-0.269719,3.00973;-5.17922,0.324945,1.49876;-6.03978,-0.0284834,2.06254;-5.37917,0.169275,0.441588;-5.07178,1.39191,1.6802;-4.1078,-1.93076,1.70845;-4.91702,-2.30539,2.33106;-3.19965,-2.47091,1.96407;-4.35786,-2.1456,0.672562;-3.26652,1.21092,-1.01025;-4.04495,0.903161,-1.71235;-3.6647,1.96704,-0.33009;-2.1984,1.79646,-1.75122;1.25721,0.470707,-1.8901;2.28661,0.737474,-1.21462;3.08311,-0.470177,-1.12235;4.06036,-0.274037,-1.57183;3.26228,-0.936224,0.325602;3.67226,-1.9493,0.2898;2.27408,-0.984882,0.789084;4.17932,-0.0701432,1.20133;4.25949,-0.589514,2.16484;3.58392,1.31158,1.45199;3.44516,1.83509,0.511389;4.24311,1.89456,2.09164;2.61578,1.22612,1.93974;5.58616,0.0507279,0.618621;5.58637,0.688673,-0.261138;5.97837,-0.926608,0.34469;6.25548,0.493468,1.35261;2.26731,-1.49525,-1.96514;2.80829,-1.85811,-2.84235;1.92524,-2.34474,-1.36842;1.12716,-0.765427,-2.40566),wD:27.28,wU:6.6|"
L4,[C:1]([C:2]([C:3]([H:27])([H:28])[H:29])([C@:4]1([H:30])[C:5]([H:31])([H:32])[O:6][C:7]([c:8]2[c:9]([H:33])[c:10]([H:34])[c:11]([H:35])[c:12]([C:13]3=[N:14][C@@:15]([C:16]([C:17]([H:38])([H:39])[H:40])([C:18]([H:41])([H:42])[H:43])[H:37])([H:36])[C:19]([H:44])([H:45])[O:20]3)[n:21]2)=[N:22]1)[H:26])([H:23])([H:24])[H:25],"[H]c1c(C2=N[C@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O2)nc(C2=N[C@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O2)c([H])c1[H] |(-2.42592,-3.84839,-0.0131084;-1.43797,-3.41669,-0.00851411;-1.28456,-2.02773,-0.0435618;-2.46573,-1.16535,-0.09598;-2.46385,0.075414,-0.330986;-3.82304,0.556912,-0.286337;-4.07383,0.963262,-1.2732;-3.9725,1.6782,0.753808;-3.76838,1.24953,1.74158;-5.38901,2.24618,0.732292;-6.13073,1.4794,0.944229;-5.48555,3.031,1.47872;-5.60824,2.67372,-0.243966;-2.94803,2.77444,0.476255;-2.98311,3.53008,1.25729;-3.15672,3.2513,-0.478662;-1.95166,2.34443,0.43643;-4.64715,-0.72244,0.0353546;-5.15815,-0.657094,1.00057;-5.37144,-0.975046,-0.742814;-3.67653,-1.75938,0.111848;-0.102174,-1.43246,-0.0320872;0.984366,-2.18805,0.0092984;2.27435,-1.49799,0.0335615;2.44066,-0.254264,0.1759;3.85404,0.0310017,0.139193;4.13687,0.477338,1.0997;4.18179,1.03364,-0.978548;3.9585,0.552772,-1.93778;3.29808,2.26908,-0.83465;3.46671,2.95231,-1.66368;2.2533,1.97365,-0.818746;3.52376,2.78688,0.0946281;5.65817,1.41843,-0.938122;6.30097,0.547917,-1.04863;5.88292,2.11424,-1.74283;5.89532,1.90113,0.0077283;4.49886,-1.37083,-0.0563244;5.03959,-1.45257,-1.00394;5.15952,-1.65903,0.764928;3.39456,-2.26701,-0.0917151;0.939819,-3.5849,0.0340828;1.85688,-4.15117,0.0614375;-0.298993,-4.2021,0.0273924;-0.375751,-5.27975,0.0504188),wD:5.5,wU:25.26|"
L5,[C:1]([C:2]([C@:3]1([H:30])[C:4]([H:31])([H:32])[C:5]([H:33])([H:34])[C@:6]([C:7]([C:8]([H:38])([H:39])[H:40])([H:36])[H:37])([H:35])[P:9]1[c:10]1[c:11]([H:41])[c:12]([H:42])[c:13]([H:43])[c:14]([H:44])[c:15]1[P:16]1[C@@:17]([C:18]([C:19]([H:48])([H:49])[H:50])([H:46])[H:47])([H:45])[C:20]([H:51])([H:52])[C:21]([H:53])([H:54])[C@:22]1([C:23]([C:24]([H:58])([H:59])[H:60])([H:56])[H:57])[H:55])([H:28])[H:29])([H:25])([H:26])[H:27],"[H]c1c([H])c([H])c(P2[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])C([H])([H])[H])c(P2[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])C([H])([H])[H])c1[H] |(0.620864,0.611376,4.63895;0.268301,0.303942,3.66474;-0.959357,-0.322683,3.5388;-1.56228,-0.510429,4.41589;-1.42665,-0.697642,2.28999;-2.39672,-1.16651,2.21208;-0.659987,-0.453552,1.15968;-1.04169,-0.887555,-0.576362;-2.74665,-1.68006,-0.44987;-2.83067,-2.23843,0.487905;-2.87711,-2.69284,-1.59329;-2.91759,-2.16939,-2.55058;-1.97533,-3.31344,-1.60256;-4.09488,-3.59813,-1.45195;-4.05999,-4.13735,-0.507517;-5.01819,-3.02464,-1.48421;-4.12138,-4.32512,-2.26029;-3.75671,-0.537835,-0.517351;-4.75106,-0.896712,-0.789344;-3.82787,-0.0525018,0.4573;-3.23654,0.460147,-1.54785;-3.8044,1.39103,-1.52253;-3.35465,0.0343033,-2.54618;-1.7488,0.722687,-1.27703;-1.22171,0.825685,-2.23601;-1.46041,2.02,-0.5115;-0.411789,2.00577,-0.195479;-1.57174,2.84942,-1.21789;-2.33214,2.31263,0.702444;-3.37801,2.41648,0.423519;-2.01351,3.24976,1.15629;-2.24375,1.53052,1.44969;0.609336,0.125645,1.29529;1.49856,0.240081,-0.305329;2.94386,-0.927314,0.0133198;3.33548,-1.15156,-0.989247;2.59424,-2.2425,0.702861;3.52839,-2.73802,0.98673;2.03787,-2.03951,1.62193;1.78492,-3.17219,-0.188291;2.34162,-3.42052,-1.08933;1.54628,-4.09423,0.337353;0.853058,-2.68989,-0.482548;3.99411,-0.118635,0.775082;3.7145,-0.0508599,1.82764;4.96902,-0.60898,0.722525;4.03966,1.26532,0.142899;4.52066,1.19236,-0.835396;4.61704,1.96055,0.754276;2.60034,1.75635,-0.0430734;2.25509,2.27701,0.857378;2.44878,2.70583,-1.23313;2.7983,2.20317,-2.13867;1.38889,2.93283,-1.37509;3.21451,4.00984,-1.04222;3.04016,4.67848,-1.88211;4.28344,3.82577,-0.969809;2.88965,4.51132,-0.132668;1.05344,0.527672,2.54551;2.01118,1.01304,2.66507),wD:23.24,34.35,wU:8.8,49.51|"
L6,[c:1]1([H:47])[c:2]([H:48])[c:3]([H:49])[c:4]([P:5]([c:6]2[c:7]([H:50])[c:8]([H:51])[c:9]([H:52])[c:10]([H:53])[c:11]2[H:54])[c:12]2[c:13]([H:55])[c:14]([H:56])[c:15]3[c:16]([H:57])[c:17]([H:58])[c:18]([H:59])[c:19]([H:60])[c:20]3[c:21]2-[c:22]2[c:23]([P:24]([c:25]3[c:26]([H:61])[c:27]([H:62])[c:28]([H:63])[c:29]([H:64])[c:30]3[H:65])[c:31]3[c:32]([H:66])[c:33]([H:67])[c:34]([H:68])[c:35]([H:69])[c:36]3[H:70])[c:37]([H:71])[c:38]([H:72])[c:39]3[c:40]([H:73])[c:41]([H:74])[c:42]([H:75])[c:43]([H:76])[c:44]23)[c:45]([H:77])[c:46]1[H:78],"[H]c1c([H])c([H])c(P(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2-c2c(P(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c([H])c3c([H])c([H])c([H])c([H])c23)c([H])c1[H] |(1.07454,6.65452,-2.02143;1.15434,5.70548,-1.51161;0.758638,4.54115,-2.14645;0.368119,4.58016,-3.15352;0.862873,3.32202,-1.4999;0.559642,2.41797,-2.00757;1.36925,3.25867,-0.208174;1.45299,1.72588,0.798838;3.27297,1.56961,0.958985;4.18549,2.21012,0.12513;3.83279,2.84361,-0.677258;5.54403,2.04052,0.322437;6.24575,2.53806,-0.331982;6.00747,1.23716,1.35151;7.0697,1.10798,1.50025;5.10569,0.606831,2.19258;5.46313,-0.01313,3.00245;3.74718,0.77756,1.99981;3.03648,0.299908,2.66171;1.13441,0.483773,-0.517006;2.13607,0.000317827,-1.37716;3.14367,0.378149,-1.28241;1.84367,-0.944783,-2.31707;2.61636,-1.32159,-2.9725;0.536638,-1.4571,-2.44798;0.224082,-2.46011,-3.38778;1.01336,-2.83337,-4.02501;-1.04525,-2.95483,-3.48824;-1.27609,-3.72611,-4.20862;-2.05987,-2.46513,-2.65234;-3.05905,-2.86653,-2.74049;-1.78983,-1.49305,-1.73103;-2.57282,-1.12216,-1.08617;-0.48914,-0.960256,-1.60294;-0.162039,0.01795,-0.629473;-1.17973,0.55069,0.300071;-1.08178,0.26131,1.65046;0.390072,-0.590503,2.31337;0.565328,-2.0493,1.205;1.84268,-2.39624,0.783013;2.68558,-1.78629,1.07983;2.03405,-3.50151,-0.0260593;3.02945,-3.75923,-0.358071;0.951606,-4.27299,-0.411019;1.09805,-5.13416,-1.04633;-0.321887,-3.94029,0.020786;-1.16778,-4.54277,-0.277338;-0.516573,-2.83534,0.826378;-1.51322,-2.576,1.15221;-0.311356,-1.55896,3.71652;0.611523,-1.94312,4.6844;1.63962,-1.61816,4.58794;0.228487,-2.72872,5.75531;0.95514,-3.02168,6.49936;-1.08971,-3.13531,5.87314;-1.39615,-3.74727,6.70884;-2.01625,-2.75293,4.91721;-3.04606,-3.06842,5.00812;-1.63317,-1.97174,3.84218;-2.3713,-1.6785,3.10905;-1.97771,0.854975,2.56195;-1.84017,0.675056,3.61947;-2.9932,1.65377,2.12518;-3.68097,2.10127,2.82894;-3.14936,1.93434,0.752109;-4.18209,2.771,0.281512;-4.88225,3.17779,0.997632;-4.29295,3.06833,-1.04713;-5.08507,3.71259,-1.39985;-3.37141,2.54027,-1.96371;-3.46477,2.78724,-3.01126;-2.36367,1.72054,-1.54062;-1.66354,1.31436,-2.25526;-2.22474,1.38577,-0.175677;1.7448,4.43768,0.432957;2.12381,4.38617,1.44597;1.64975,5.65149,-0.217771;1.95523,6.55909,0.28298)|"
L7,[C:1]([C:2]([C:3]([H:27])([H:28])[H:29])([C@@:4]1([H:30])[C:5]([H:31])([H:32])[O:6][C:7]([c:8]2[c:9]([H:33])[c:10]([H:34])[c:11]([H:35])[c:12]([C:13]3=[N:14][C@:15]([C:16]([C:17]([H:38])([H:39])[H:40])([C:18]([H:41])([H:42])[H:43])[H:37])([H:36])[C:19]([H:44])([H:45])[O:20]3)[n:21]2)=[N:22]1)[H:26])([H:23])([H:24])[H:25],"[H]c1c(C2=N[C@@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O2)nc(C2=N[C@@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O2)c([H])c1[H] |(-2.48292,-3.68755,0.90148;-1.54377,-3.27037,0.575262;-1.38184,-1.88344,0.512503;-2.48776,-0.999686,0.881795;-2.40828,0.251048,1.03857;-3.72206,0.758245,1.3447;-3.68284,1.26622,2.31468;-4.16859,1.78116,0.282063;-5.22503,2.0094,0.470042;-4.0146,1.22108,-1.12982;-4.57394,0.296412,-1.25693;-4.37969,1.94137,-1.85816;-2.96471,1.02026,-1.33002;-3.33896,3.05289,0.433405;-3.50631,3.50997,1.40611;-3.60426,3.77292,-0.33694;-2.28493,2.80615,0.341369;-4.59883,-0.523859,1.41749;-4.99171,-0.708735,2.42138;-5.42757,-0.513202,0.704867;-3.70907,-1.57856,1.07462;-0.258425,-1.3057,0.11636;0.758917,-2.07708,-0.234452;1.98231,-1.40698,-0.675723;2.14403,-0.158404,-0.775884;3.4883,0.0995906,-1.23065;3.42825,0.628023,-2.18908;4.24509,0.989103,-0.231335;4.35653,0.426136,0.702528;3.43323,2.24962,0.0521278;3.34198,2.84899,-0.85064;2.43648,1.97793,0.386418;3.92014,2.8475,0.818939;5.62645,1.34834,-0.772022;6.22154,0.459834,-0.971253;6.15962,1.96243,-0.0501593;5.53282,1.91228,-1.69782;4.09183,-1.32448,-1.39469;4.94054,-1.49839,-0.726752;4.38622,-1.55006,-2.42265;3.03761,-2.20181,-1.0178;0.700995,-3.47339,-0.202276;1.56008,-4.0536,-0.498397;-0.476206,-4.07245,0.211286;-0.560668,-5.14913,0.247907),wD:25.26,wU:5.5|"
L8,[c:1]1([H:43])[c:2]([H:44])[c:3]([H:45])[c:4]([C@@:5]2([H:46])[C:6]([H:47])([H:48])[O:7][C:8]([c:9]3[c:10]([H:49])[c:11]([H:50])[c:12]4[c:13]([H:51])[c:14]([H:52])[c:15]([H:53])[c:16]([H:54])[c:17]4[c:18]3-[c:19]3[c:20]([C:21]4=[N:22][C@:23]([c:24]5[c:25]([H:56])[c:26]([H:57])[c:27]([H:58])[c:28]([H:59])[c:29]5[H:60])([H:55])[C:30]([H:61])([H:62])[O:31]4)[c:32]([H:63])[c:33]([H:64])[c:34]4[c:35]([H:65])[c:36]([H:66])[c:37]([H:67])[c:38]([H:68])[c:39]34)=[N:40]2)[c:41]([H:69])[c:42]1[H:70],"[H]c1c([H])c([H])c([C@]2([H])N=C(c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3-c3c(C4=N[C@@]([H])(c5c([H])c([H])c([H])c([H])c5[H])C([H])([H])O4)c([H])c([H])c4c([H])c([H])c([H])c([H])c34)OC2([H])[H])c([H])c1[H] |(-1.63827,6.50396,0.596431;-1.64168,5.48692,0.95898;-2.80699,4.93212,1.46027;-3.71681,5.51428,1.48515;-2.80834,3.63454,1.93865;-3.71691,3.20431,2.33668;-1.64304,2.87934,1.91876;-1.66065,1.46212,2.43886;-2.22176,1.43643,3.38109;-0.331952,0.956832,2.67409;-0.145906,-0.0592115,1.93491;1.12592,-0.763586,1.86112;2.14389,-0.343751,2.74716;1.89633,0.433088,3.45285;3.38445,-0.901486,2.69908;4.16002,-0.580086,3.37923;3.68601,-1.90328,1.75017;4.96756,-2.48335,1.66414;5.73278,-2.14846,2.35005;5.24088,-3.44545,0.732214;6.22647,-3.88338,0.671412;4.24121,-3.86897,-0.155978;4.47079,-4.62647,-0.890991;2.987,-3.32843,-0.09623;2.22088,-3.6553,-0.784112;2.67188,-2.33488,0.856187;1.37845,-1.75299,0.929609;0.331621,-2.24818,0.0106597;0.0120252,-1.58935,-1.16154;0.611174,-0.317172,-1.53768;0.223664,0.36164,-2.53883;0.97034,1.59321,-2.57906;1.51848,1.64293,-3.52806;0.0769545,2.80525,-2.4692;-1.2352,2.69122,-2.03421;-1.62248,1.71251,-1.79279;-2.0407,3.81165,-1.93977;-3.06275,3.71247,-1.60486;-1.53861,5.05731,-2.27173;-2.16981,5.93089,-2.20552;-0.224755,5.18008,-2.69126;0.173111,6.151,-2.94895;0.579631,4.05958,-2.79035;1.60331,4.15473,-3.12526;1.94412,1.46276,-1.36736;1.78259,2.24957,-0.624245;2.99668,1.45018,-1.66229;1.61696,0.2093,-0.790128;-0.97885,-2.1113,-2.02374;-1.19396,-1.55687,-2.92325;-1.63179,-3.26573,-1.71832;-2.38814,-3.66279,-2.37992;-1.34094,-3.96201,-0.524373;-2.01258,-5.15086,-0.175308;-2.76637,-5.53445,-0.848255;-1.72157,-5.80493,0.989325;-2.24165,-6.71515,1.24994;-0.744634,-5.29529,1.8573;-0.526409,-5.81879,2.77659;-0.0735592,-4.14559,1.54651;0.675991,-3.75535,2.21939;-0.34807,-3.44827,0.349797;-1.19288,-0.460359,1.1667;-2.24812,0.458006,1.39952;-3.11603,-0.0903116,1.77486;-2.5063,0.948612,0.455886;-0.482796,3.43578,1.40058;0.421881,2.84617,1.39515;-0.480884,4.73503,0.926633;0.428683,5.16164,0.530008),wD:31.33,wU:7.7|"
L9,[c:1]1([H:43])[c:2]([H:44])[c:3]([H:45])[c:4]([C@@:5]2([H:46])[C:6]([H:47])([H:48])[O:7][C:8]([c:9]3[c:10]([H:49])[c:11]([H:50])[c:12]4[c:13]([H:51])[c:14]([H:52])[c:15]([H:53])[c:16]([H:54])[c:17]4[c:18]3-[c:19]3[c:20]([C:21]4=[N:22][C@:23]([c:24]5[c:25]([H:56])[c:26]([H:57])[c:27]([H:58])[c:28]([H:59])[c:29]5[H:60])([H:55])[C:30]([H:61])([H:62])[O:31]4)[c:32]([H:63])[c:33]([H:64])[c:34]4[c:35]([H:65])[c:36]([H:66])[c:37]([H:67])[c:38]([H:68])[c:39]34)=[N:40]2)[c:41]([H:69])[c:42]1[H:70],"[H]c1c([H])c([H])c([C@]2([H])N=C(c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3-c3c(C4=N[C@@]([H])(c5c([H])c([H])c([H])c([H])c5[H])C([H])([H])O4)c([H])c([H])c4c([H])c([H])c([H])c([H])c34)OC2([H])[H])c([H])c1[H] |(6.33933,4.16021,2.47871;5.50048,3.99179,1.81946;5.16407,4.93981,0.868629;5.73836,5.85111,0.786769;4.09097,4.72474,0.0212064;3.82906,5.46861,-0.717678;3.34732,3.55766,0.115289;2.1825,3.29719,-0.807983;2.05421,4.14491,-1.48868;0.967156,3.11819,-0.0415374;0.573105,1.92363,-0.197523;-0.593645,1.35339,0.469784;-1.6921,2.19748,0.734722;-1.61864,3.22975,0.430913;-2.80341,1.71035,1.35481;-3.64944,2.35284,1.55208;-2.87128,0.357639,1.75506;-4.00993,-0.172074,2.39569;-4.85436,0.479596,2.57049;-4.04805,-1.48089,2.78806;-4.92542,-1.87921,3.27659;-2.94509,-2.31799,2.56167;-2.98833,-3.34931,2.88032;-1.82522,-1.83498,1.94449;-0.97519,-2.479,1.77057;-1.75945,-0.491615,1.5184;-0.617902,0.0280378,0.856989;0.576155,-0.822061,0.659369;0.711691,-1.65744,-0.432598;-0.308292,-1.76167,-1.46575;-0.134813,-2.38977,-2.55583;-1.33897,-2.28931,-3.34218;-1.1028,-1.7726,-4.28001;-1.93283,-3.63847,-3.66074;-1.7381,-4.71905,-2.81206;-1.1208,-4.59623,-1.93439;-2.31313,-5.94462,-3.09782;-2.1494,-6.78153,-2.43473;-3.09544,-6.09892,-4.22902;-3.54448,-7.05555,-4.45216;-3.2978,-5.02272,-5.07672;-3.90597,-5.13824,-5.96204;-2.71773,-3.7991,-4.79515;-2.87274,-2.96133,-5.46045;-2.28375,-1.43078,-2.4435;-2.56977,-0.483469,-2.90729;-3.18432,-1.97943,-2.14974;-1.51311,-1.16073,-1.28457;1.89173,-2.4146,-0.608285;1.95117,-3.04384,-1.48188;2.91342,-2.3297,0.287342;3.81948,-2.90118,0.146207;2.81313,-1.48655,1.41623;3.86096,-1.36938,2.35176;4.76114,-1.94592,2.19244;3.74401,-0.545671,3.43668;4.55201,-0.462984,4.14917;2.5701,0.196366,3.63455;2.48878,0.844615,4.49437;1.53592,0.107082,2.74445;0.635999,0.683905,2.89927;1.62743,-0.730064,1.61001;1.28364,1.13902,-1.04965;2.32486,1.94853,-1.5725;3.28381,1.4591,-1.38376;2.17809,2.05787,-2.65111;3.68692,2.61243,1.07517;3.10713,1.70527,1.16542;4.7575,2.828,1.92257;5.00995,2.08228,2.66217),wD:7.7,31.33|"
