Name,SMILES,CXSMILES
M1_L12_D1,[C:1]([C:2]([C:3]([H:44])([H:45])[H:46])([C@@:4]1([H:47])[C:5]([H:48])([H:49])[O:6][C:7]2[c:8]3[c:9]([H:50])[c:10]([H:51])[c:11]([H:52])[c:12]4[c:13]3[C:14]3([C:15]([H:53])([H:54])[C:16]4([H:55])[H:56])[C:17]([H:57])([H:58])[C:18]([H:59])([H:60])[c:19]4[c:20]([H:61])[c:21]([H:62])[c:22]([H:63])[c:23]([C:24]5=[N:25](->[Fe+2:26](<-[N:27]=21)(<-[O-:28][Cl+3:29]([O-:30])([O-:31])[O-:32])=[C:74]([C:75]([O:76][C:77]([H:85])([H:86])[H:87])=[O:78])[c:79]1[c:80]([H:88])[c:81]([H:89])[c:82]([H:90])[c:83]([H:91])[c:84]1[H:92])[C@:33]([C:34]([C:35]([H:66])([H:67])[H:68])([C:36]([H:69])([H:70])[H:71])[H:65])([H:64])[C:37]([H:72])([H:73])[O:38]5)[c:39]43)[H:43])([H:40])([H:41])[H:42],"[H]c1c([H])c([H])c([C](C(=O)OC([H])([H])[H])=[Fe+2]2([O-][Cl+3]([O-])([O-])[O-])[N]3=C(c4c([H])c([H])c([H])c5c4C4(c6c(C7=[N]2[C@@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O7)c([H])c([H])c([H])c6C([H])([H])C4([H])[H])C([H])([H])C5([H])[H])OC([H])([H])[C@]3([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H] |(5.34179,4.14411,-2.02182;4.73327,3.27083,-1.84783;5.02398,2.07772,-2.5013;5.86017,2.02959,-3.18218;4.25528,0.956807,-2.29555;4.48158,0.0322037,-2.79932;3.16027,0.994624,-1.39262;2.37811,-0.138654,-1.16348;2.44342,-1.45093,-1.69132;1.36256,-2.09185,-1.60937;3.54901,-1.99302,-2.16123;3.48099,-3.38695,-2.46528;2.95853,-3.53739,-3.41193;4.51055,-3.72694,-2.54125;2.94798,-3.91992,-1.67429;0.853992,-0.623853,0.00528764;-0.0660549,-2.34278,1.00179;1.12248,-3.11771,1.3407;1.22686,-4.22903,0.505623;1.04264,-3.45689,2.69763;2.22491,-2.21261,1.12262;-0.969956,0.227664,-1.20941;-1.95052,-0.543086,-1.49836;-2.03008,-1.9521,-1.08074;-1.40769,-2.91452,-1.87931;-0.960125,-2.616,-2.81365;-1.34425,-4.23981,-1.47574;-0.851227,-4.96291,-2.1053;-1.86332,-4.63087,-0.251878;-1.7589,-5.64947,0.087346;-2.48716,-3.6848,0.537044;-2.61266,-2.35261,0.108596;-3.44202,-1.58972,1.11346;-3.25859,-0.0932274,1.10839;-2.25083,0.701382,1.63797;-1.12634,0.244441,2.47173;0.0975615,0.204479,2.0998;0.916896,-0.103734,3.27152;1.42871,-1.05711,3.11747;1.99314,0.976484,3.48357;2.38053,0.852917,4.50012;1.41792,2.3841,3.34144;2.1805,3.12197,3.5751;1.07517,2.54825,2.32155;0.581074,2.53875,4.01942;3.12648,0.73923,2.48952;3.65724,-0.178132,2.72649;2.7196,0.632002,1.47938;3.83171,1.56584,2.50305;-0.129406,-0.230886,4.40199;-0.15601,-1.23003,4.84148;0.00108789,0.512719,5.19256;-1.37755,0.0184903,3.75594;-2.31739,2.08745,1.46305;-1.54226,2.70492,1.89062;-3.3694,2.67583,0.787016;-3.4086,3.7495,0.685343;-4.37773,1.88712,0.254331;-5.21412,2.33442,-0.261456;-4.30799,0.517355,0.412081;-5.28085,-0.495876,-0.10047;-6.3162,-0.181428,0.0269599;-5.10771,-0.661427,-1.16698;-4.94114,-1.74295,0.714419;-5.12318,-2.66217,0.161623;-5.54341,-1.76075,1.62356;-3.14173,-2.38034,2.39686;-3.89406,-2.22922,3.16887;-2.16955,-2.08243,2.78481;-3.04064,-3.83486,1.91713;-2.3938,-4.44262,2.5496;-4.02382,-4.31304,1.88959;-2.9108,-0.041673,-2.26251;-2.55814,1.30655,-2.56867;-2.48729,1.40127,-3.65369;-3.34804,1.96162,-2.19614;-1.20896,1.5215,-1.84486;-1.3083,2.2702,-1.05085;-0.0397075,1.93872,-2.75292;0.834443,2.00937,-2.10078;0.264553,0.897054,-3.82595;1.16552,1.18086,-4.36324;0.429631,-0.0750916,-3.36522;-0.544035,0.814667,-4.54814;-0.301084,3.31451,-3.36114;-1.1516,3.29499,-4.03728;-0.498929,4.04754,-2.58326;0.570114,3.63977,-3.92275;2.87662,2.22365,-0.744293;2.03382,2.26228,-0.0672824;3.65329,3.33472,-0.971594;3.42781,4.26285,-0.469124),wD:37.39,wU:76.83,C:16.15,21.20,36.37|"
M1_L55_D1,[C:1]([C:2]1([C:3]([H:48])([H:49])[H:50])[C@@:4]2([H:51])[C:5]([H:52])([H:53])[c:6]3[c:7]([H:54])[c:8](-[c:9]4[c:10]([H:55])[c:11]([H:56])[c:12]([H:57])[o:13]4)[n+:14]4[O-:15]->[Fe+2:16](<-[O-:17][n+:18]5[c:19](-[c:20]4[c:21]3[C@:22]1([H:58])[C:23]2([H:59])[H:60])[c:24]1[c:25]([c:26]([H:61])[c:27]5-[c:28]2[c:29]([H:62])[c:30]([H:63])[c:31]([H:64])[o:32]2)[C:33]([H:65])([H:66])[C@@:34]2([H:67])[C:35]([H:68])([H:69])[C@:36]1([H:70])[C:37]2([C:38]([H:71])([H:72])[H:73])[C:39]([H:74])([H:75])[H:76])(<-[O-:40][Cl+3:41]([O-:42])([O-:43])[O-:44])=[C:77]([C:78]([O:79][C:80]([H:88])([H:89])[H:90])=[O:81])[c:82]1[c:83]([H:91])[c:84]([H:92])[c:85]([H:93])[c:86]([H:94])[c:87]1[H:95])([H:45])([H:46])[H:47],"[H]c1oc(-c2c([H])c3c(c4-c5c6c(c([H])c(-c7oc([H])c([H])c7[H])[n+]5[O-][Fe+2]([O-][n+]24)([O-][Cl+3]([O-])([O-])[O-])=[C](C(=O)OC([H])([H])[H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[C@@]2([H])C([H])([H])[C@]6([H])C2(C([H])([H])[H])C([H])([H])[H])[C@]2([H])C([H])([H])[C@]([H])(C3([H])[H])C2(C([H])([H])[H])C([H])([H])[H])c([H])c1[H] |(3.87016,2.97888,-3.20377;4.1754,2.08991,-2.68783;3.23922,1.45342,-1.97656;3.82858,0.37398,-1.39651;3.05091,-0.529298,-0.581036;3.42229,-1.85542,-0.36463;4.34645,-2.21089,-0.791146;2.60905,-2.71416,0.349049;1.37406,-2.23317,0.832602;1.0465,-0.910754,0.622558;-0.223865,-0.270234,1.0336;-0.56358,-0.050261,2.34937;-1.75916,0.641622,2.64017;-2.54644,1.05337,1.589;-3.46404,1.59237,1.76404;-2.16622,0.827975,0.264454;-2.96953,1.31898,-0.821127;-3.97344,2.17481,-0.511727;-4.57238,2.5195,-1.65109;-5.39412,3.20574,-1.58665;-3.99236,1.89257,-2.71759;-4.272,1.97461,-3.74698;-2.95091,1.11042,-2.18621;-2.29203,0.463583,-2.72597;-1.0054,0.181349,0.012748;-0.587686,0.0122615,-1.21256;0.679931,1.74034,-1.83278;1.56437,1.17533,-0.117082;1.89741,-0.082897,-0.0325213;-0.565178,3.06213,-0.316923;0.491528,4.05734,-0.21463;1.29294,3.87234,-1.41222;-0.0757157,5.33213,-0.217266;1.26085,3.8015,0.923312;-0.0782186,1.77465,-3.65127;0.398071,0.589973,-4.28547;0.0804323,0.097919,-5.3435;1.32621,-0.0114505,-3.43931;1.78107,-1.30832,-3.80899;1.50622,-1.50283,-4.84789;1.31066,-2.05138,-3.1622;2.86454,-1.33677,-3.69546;-0.809253,2.80762,-4.24188;-1.41906,3.81701,-3.45253;-1.32728,3.7643,-2.37902;-2.12614,4.83984,-4.03778;-2.57448,5.60133,-3.41851;-2.26405,4.90021,-5.42174;-2.81523,5.70809,-5.87716;-1.68801,3.91284,-6.21618;-1.80165,3.95352,-7.2891;-0.966202,2.88882,-5.65385;-0.523072,2.12157,-6.26709;-2.09597,0.92878,4.07234;-3.05102,0.458728,4.32407;-2.22521,2.00462,4.20708;-0.997314,0.39456,4.98578;-1.21431,0.58815,6.03464;-0.684058,-1.04883,4.56113;-0.169268,-1.62442,5.32296;-1.51689,-1.63225,4.17204;0.273265,-0.44178,3.51589;1.18018,-0.978651,3.24894;0.404065,0.797272,4.45698;1.49533,0.598423,5.5027;1.42216,-0.362039,6.00356;2.47581,0.669241,5.03703;1.42343,1.37863,6.25661;0.588622,2.16773,3.82232;0.465165,2.93772,4.58028;1.58958,2.26172,3.40804;-0.103865,2.37348,3.01291;0.502395,-3.21886,1.52885;-0.433845,-2.79797,1.88573;1.41658,-3.98121,2.51114;0.86295,-4.51489,3.27563;2.21003,-3.4032,2.98098;1.82288,-4.85875,1.31675;2.05118,-5.90699,1.49918;2.9574,-4.15479,0.577658;3.16406,-4.64244,-0.377612;3.87554,-4.21462,1.16879;0.44995,-4.52504,0.678928;-0.651676,-5.46686,1.15088;-1.62635,-5.07249,0.872276;-0.638364,-5.61388,2.2258;-0.530884,-6.43788,0.676383;0.34819,-4.38898,-0.833798;1.07734,-3.7005,-1.2507;-0.643049,-4.02951,-1.10231;0.492992,-5.36209,-1.29763;5.1579,0.333441,-1.75796;5.88824,-0.38573,-1.44928;5.37738,1.45032,-2.58782;6.30142,1.73717,-3.04478),wD:61.67,wU:56.61,72.79,77.84,C:25.27,27.28,29.32|"
M17_L25_D1,[C:1]([C@@:2]1([H:33])[C:3]([H:34])([H:35])[C:4]([H:36])([H:37])[C@@:5]([C:6]([H:39])([H:40])[H:41])([H:38])[O:7][c:8]2[c:9]([H:42])[c:10]([H:43])[c:11]([H:44])[n:12]3->[Pd+2:13](<-[n:14]4[c:15]([c:16]([c:17]([H:45])[c:18]([H:46])[c:19]4[H:47])[O:20]1)-[c:21]23)(<-[N:22]#[C:23][c:24]1[c:25]([H:48])[c:26]([H:49])[c:27]([H:50])[c:28]([H:51])[c:29]1[H:52])=[C:53]([C:54]([O:55][C:56]([H:64])([H:65])[H:66])=[O:57])[c:58]1[c:59]([H:67])[c:60]([H:68])[c:61]([H:69])[c:62]([H:70])[c:63]1[H:71])([H:30])([H:31])[H:32],"[H]c1c([H])c([H])c(C#[N][Pd+2]2(=[C](C(=O)OC([H])([H])[H])c3c([H])c([H])c([H])c([H])c3[H])[n]3c([H])c([H])c([H])c4c3-c3c(c([H])c([H])c([H])[n]32)O[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])O4)c([H])c1[H] |(-6.13238,5.23104,2.22411;-5.48071,4.43373,1.90257;-4.41579,4.04697,2.70639;-4.24159,4.54358,3.64803;-3.57609,3.02811,2.30643;-2.74317,2.71921,2.91941;-3.81169,2.38699,1.07913;-2.96468,1.35929,0.675942;-2.27147,0.499546,0.332967;-0.827943,-0.802368,0.0488075;-1.72428,-1.93617,1.32236;-1.04528,-1.58857,2.59195;-0.430298,-0.528563,2.63225;-1.1106,-2.44634,3.58439;-0.395264,-2.13574,4.78332;0.527549,-1.60508,4.54502;-0.189142,-3.08355,5.27423;-1.01346,-1.50596,5.42481;-2.89277,-2.69885,1.1727;-3.37781,-2.87755,-0.15725;-2.81492,-2.41665,-0.976387;-4.50938,-3.61643,-0.396012;-4.87258,-3.75312,-1.40297;-5.19336,-4.2027,0.671415;-6.08193,-4.78568,0.480854;-4.74033,-4.04225,1.97917;-5.28188,-4.50111,2.79198;-3.61175,-3.29904,2.23977;-3.26229,-3.17264,3.25205;0.297098,0.544559,-1.03507;0.070908,1.82971,-1.28002;-0.96176,2.14921,-1.33656;1.11135,2.72156,-1.50305;0.897237,3.7453,-1.7628;2.41451,2.29794,-1.34797;3.21655,3.00815,-1.46699;2.67651,0.960075,-1.01683;1.55988,0.0796793,-0.981779;1.67977,-1.37947,-0.920971;2.75587,-2.0893,-1.53032;2.76341,-3.48237,-1.38493;3.55991,-4.0792,-1.79881;1.71513,-4.10832,-0.741173;1.70566,-5.1804,-0.631564;0.648956,-3.35773,-0.272444;-0.207763,-3.83282,0.189626;0.641925,-2.02822,-0.368601;3.60016,-1.36833,-2.24141;4.85613,-1.84678,-2.75638;5.01619,-2.89067,-2.47297;4.80902,-1.74642,-4.27687;3.99266,-2.3482,-4.66933;5.74097,-2.11188,-4.69647;4.66139,-0.718887,-4.59558;5.98325,-1.01067,-2.12665;6.12971,-1.33914,-1.09816;6.89366,-1.24413,-2.67738;5.75066,0.505047,-2.15153;5.12491,0.765411,-3.00667;6.70715,1.01202,-2.27581;5.10614,1.08799,-0.881803;4.97028,2.1619,-1.04063;5.93861,0.892684,0.380351;6.94469,1.26622,0.218622;5.49307,1.43902,1.20774;5.99052,-0.155631,0.658123;3.83902,0.448911,-0.64991;-4.88706,2.7792,0.266482;-5.05771,2.28087,-0.675403;-5.71247,3.80139,0.687573;-6.54034,4.10816,0.0679854),wD:48.52,60.64,C:8.8,29.29,46.49|"
M17_L62_D1,[c:1]1([H:50])[c:2]([H:51])[c:3]([H:52])[c:4]2[c:5]3[c:6]([c:7]([H:53])[c:8]([H:54])[c:9]2[c:10]1[H:55])[C:11]([H:56])([H:57])[n:12]1[c:13]2[n:14](->[Pd+2:15](<-[n:16]4[c:17]-2[n:18]([c:19]2[c:20]4[c:21]([H:58])[c:22]([H:59])[c:23]([H:60])[c:24]2[H:61])[C:25]([H:62])([H:63])[c:26]2[c:27]([H:64])[c:28]([H:65])[c:29]4[c:30]([H:66])[c:31]([H:67])[c:32]([H:68])[c:33]([H:69])[c:34]4[c:35]2-3)(<-[N:36]#[C:37][c:38]2[c:39]([H:70])[c:40]([H:71])[c:41]([H:72])[c:42]([H:73])[c:43]2[H:74])=[C:79]([C:80]([O:81][C:82]([H:90])([H:91])[H:92])=[O:83])[c:84]2[c:85]([H:93])[c:86]([H:94])[c:87]([H:95])[c:88]([H:96])[c:89]2[H:97])[c:44]2[c:45]([H:75])[c:46]([H:76])[c:47]([H:77])[c:48]([H:78])[c:49]12,"[H]c1c([H])c([H])c(C#[N][Pd+2]2(=[C](C(=O)OC([H])([H])[H])c3c([H])c([H])c([H])c([H])c3[H])[n]3c4n(c5c([H])c([H])c([H])c([H])c53)C([H])([H])c3c([H])c([H])c5c([H])c([H])c([H])c([H])c5c3-c3c(c([H])c([H])c5c([H])c([H])c([H])c([H])c35)C([H])([H])n3c-4[n]2c2c([H])c([H])c([H])c([H])c23)c([H])c1[H] |(4.42414,-6.81906,-5.3521;3.99899,-6.11523,-4.65392;4.09567,-4.75309,-4.90321;4.59373,-4.40069,-5.79282;3.5551,-3.84421,-4.01592;3.62299,-2.78195,-4.19934;2.90883,-4.3104,-2.864;2.37744,-3.39368,-1.94895;1.95917,-2.63772,-1.18503;2.11167,-0.838109,0.543037;2.98393,-1.6613,2.09505;4.05298,-1.93236,1.1651;4.16044,-1.04443,0.284119;4.76018,-3.03089,1.18046;5.67961,-3.23591,0.103852;5.1654,-3.14267,-0.854449;6.48477,-2.50124,0.153806;6.07227,-4.24063,0.234551;3.1137,-1.51875,3.48357;2.12021,-0.82751,4.22688;1.27918,-0.403804,3.69152;2.25787,-0.659387,5.58332;1.51011,-0.117114,6.14112;3.36331,-1.19057,6.24598;3.46027,-1.06614,7.31354;4.34759,-1.87641,5.53778;5.19981,-2.28165,6.06106;4.24378,-2.03021,4.17571;4.99694,-2.57197,3.62464;1.55894,0.553851,-0.85685;0.255908,0.860371,-0.865574;-0.0726896,1.55914,-1.98278;1.08783,1.71995,-2.71005;1.35569,2.33231,-3.93048;0.589232,2.82736,-4.50531;2.65788,2.28645,-4.38123;2.9033,2.75481,-5.32122;3.67668,1.65045,-3.65774;4.6763,1.6489,-4.06261;3.42678,1.03612,-2.45231;4.19316,0.540492,-1.87375;2.11399,1.07737,-1.98472;-1.37672,1.92131,-2.48912;-1.30373,1.91314,-3.58171;-2.0922,1.14888,-2.19957;-1.86201,3.28561,-2.04706;-1.01527,4.40023,-2.16007;-0.00451378,4.26678,-2.51501;-1.46199,5.65005,-1.82779;-0.808685,6.50376,-1.92199;-2.77805,5.84772,-1.3651;-3.25842,7.12879,-1.0205;-2.59752,7.97541,-1.12892;-4.53597,7.29437,-0.557656;-4.89918,8.27731,-0.30176;-5.38121,6.18549,-0.408536;-6.38308,6.32886,-0.0346896;-4.946,4.9288,-0.734705;-5.60108,4.07881,-0.616702;-3.6416,4.7269,-1.23493;-3.16115,3.44057,-1.59533;-4.02685,2.24837,-1.46571;-3.74436,1.30299,-0.494371;-4.52173,0.137302,-0.397855;-4.28547,-0.600053,0.353743;-5.57154,-0.0721126,-1.24995;-6.16784,-0.967739,-1.16729;-5.89846,0.873833,-2.24141;-6.98372,0.680469,-3.12195;-7.58371,-0.210602,-3.01545;-7.26943,1.60352,-4.09135;-8.10447,1.45323,-4.75744;-6.4741,2.75017,-4.22904;-6.70427,3.46547,-5.00327;-5.41388,2.96776,-3.39032;-4.80554,3.85232,-3.50315;-5.10685,2.04722,-2.36522;-2.64872,1.57532,0.514472;-2.07232,2.45359,0.216633;-3.11736,1.79719,1.47951;-1.72956,0.480631,0.747167;-0.487642,0.286839,0.233568;0.173454,-0.661953,0.914709;-0.680493,-1.15705,1.85698;-0.523878,-2.19528,2.7757;0.388865,-2.77386,2.79175;-1.57778,-2.44597,3.62405;-1.5041,-3.24317,4.34623;-2.75423,-1.68614,3.57458;-3.54811,-1.90978,4.26921;-2.93081,-0.671145,2.65863;-3.84817,-0.105258,2.63227;-1.88354,-0.424572,1.77574;2.81019,-5.68448,-2.61318;2.30781,-6.03227,-1.72322;3.35764,-6.57717,-3.51297;3.28406,-7.63695,-3.32607),C:8.8,29.29,82.90|"
M15_L34,[O:1]=[C:2]1[N:3]([H:44])[C@:4]([c:5]2[c:6]([H:46])[c:7]3[c:8]([H:47])[c:9]([H:48])[c:10]([H:49])[c:11]([H:50])[c:12]3[c:13]3-[c:14]4[c:15]([O:16](->[Cu+:17]<-[O:18]([c:19]23)[H:52])[H:51])[c:20]([C@:21]2([H:53])[N:22]([H:54])[C:23](=[O:24])[C@:25]3([H:55])[C:26]([H:56])([H:57])[C:27]([H:58])([H:59])[C:28]([H:60])([H:61])[N@@+:29]23[O-:30])[c:31]([H:62])[c:32]2[c:33]([H:63])[c:34]([H:64])[c:35]([H:65])[c:36]([H:66])[c:37]42)([H:45])[N@+:38]2([O-:39])[C:40]([H:67])([H:68])[C:41]([H:69])([H:70])[C:42]([H:71])([H:72])[C@@:43]12[H:73],"[H]c1c([H])c([H])c2c3-c4c([O]([H])[Cu+][O]([H])c3c([C@]3([H])N([H])C(=O)[C@]5([H])C([H])([H])C([H])([H])C([H])([H])[N@@+]35[O-])c([H])c2c1[H])c([C@]1([H])N([H])C(=O)[C@]2([H])C([H])([H])C([H])([H])C([H])([H])[N@@+]12[O-])c([H])c1c([H])c([H])c([H])c([H])c41 |(2.16529,6.03993,-2.72551;2.03403,5.01831,-2.40514;1.37687,4.10966,-3.25269;1.00968,4.45048,-4.20823;1.20412,2.80677,-2.87824;0.70426,2.1051,-3.52854;1.69776,2.35098,-1.63672;1.56761,1.00994,-1.21913;0.753022,-0.00980105,-1.92657;-0.38439,-0.399312,-1.2609;-0.843501,0.308189,-0.14542;-0.379725,1.15882,-0.136696;-0.122058,-0.813937,1.55873;1.97618,-0.74254,0.282737;2.27513,-0.932212,1.19568;2.08382,0.584369,0.00181426;2.63094,1.52512,0.906731;3.07374,1.17545,2.30053;3.46602,2.09767,2.7641;4.02951,0.0970845,2.42266;4.66611,-0.162124,1.6856;3.99066,-0.544634,3.63486;4.66196,-1.46559,3.98066;2.92115,0.244066,4.3991;3.41282,1.14357,4.79195;1.91159,-0.263882,5.40662;2.32207,-0.318112,6.41031;1.55023,-1.24736,5.1111;0.799099,0.804793,5.2738;0.868996,1.53901,6.07421;-0.183261,0.341658,5.32082;1.0236,1.49557,3.90434;1.40633,2.51133,4.00983;0.127423,1.50142,3.28024;2.0337,0.644513,3.2674;1.46386,-0.488129,2.78105;2.75087,2.8383,0.503219;3.17763,3.56835,1.17611;2.33699,3.27528,-0.7657;2.49705,4.61418,-1.18533;2.99567,5.30862,-0.526161;-1.08474,-1.57513,-1.60504;-2.07789,-2.00786,-0.565288;-2.76525,-1.18265,-0.331942;-1.35443,-2.3844,0.671901;-0.484471,-2.87042,0.427977;-2.17822,-3.29667,1.41684;-1.86734,-3.77242,2.4616;-3.43986,-3.43011,0.600311;-4.08666,-2.57266,0.82832;-4.27805,-4.67396,0.399992;-4.987,-4.84568,1.20431;-3.61962,-5.53527,0.295644;-4.9628,-4.34638,-0.948584;-5.02632,-5.23814,-1.56659;-5.97022,-3.96408,-0.79115;-4.08602,-3.26695,-1.62724;-4.55392,-2.28108,-1.61413;-3.80687,-3.53415,-2.64425;-2.86317,-3.25962,-0.793291;-2.04984,-4.24303,-1.10352;-0.70381,-2.27606,-2.71554;-1.18645,-3.21296,-2.94624;0.373884,-1.82882,-3.51028;0.755435,-2.51859,-4.67955;0.163836,-3.3642,-4.99533;1.85404,-2.12843,-5.39459;2.13759,-2.65935,-6.29006;2.62973,-1.04138,-4.96421;3.50116,-0.753959,-5.53239;2.28939,-0.349263,-3.83438;2.88604,0.487117,-3.50177;1.1468,-0.709861,-3.09257),wD:34.37,59.66,wU:17.18,23.24,42.47,48.53,C:10.11,13.12|"
M19_L26,[C:1]([C@@:2]1([H:27])[C:3]([H:28])([H:29])[C@@:4]([C:5]([H:31])([H:32])[H:33])([H:30])[O:6][c:7]2[c:8]([H:34])[c:9]([H:35])[c:10]([H:36])[n:11]3->[Pd+2:12](<-[n:13]4[c:14]([c:15]([c:16]([H:37])[c:17]([H:38])[c:18]4[H:39])[O:19]1)-[c:20]23)<-[N:21]#[C:22][C:23]([H:40])([H:41])[H:42])([H:24])([H:25])[H:26],"[H]c1c([H])c([H])[n]2[Pd+2]([N]#CC([H])([H])[H])[n]3c([H])c([H])c([H])c4c3-c2c1O[C@@]([H])(C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])O4 |(0.961027,-1.96231,3.30318;1.34714,-1.26008,2.58023;2.50001,-0.552228,2.86158;3.03134,-0.719657,3.78491;2.94476,0.426371,1.97526;3.80241,1.0593,2.20462;2.34175,0.611462,0.807218;2.70352,2.12644,-0.393924;3.1589,3.75162,-1.46762;3.60903,4.7362,-1.87038;4.13645,5.9337,-2.38616;3.49827,6.31145,-3.18817;4.19414,6.68848,-1.59848;5.13906,5.76202,-2.78458;1.22579,1.31601,-1.41252;0.744288,1.74992,-2.57208;1.13658,2.67943,-2.97127;-0.245866,1.03915,-3.24383;-0.664891,1.44421,-4.15126;-0.639826,-0.205112,-2.78729;-1.35595,-0.789508,-3.34441;-0.0465863,-0.723534,-1.62939;0.787453,0.155293,-0.882604;1.26964,-0.128353,0.457971;0.649526,-1.00868,1.38813;-0.569917,-1.39447,1.07792;-1.18435,-2.65032,1.43325;-0.631346,-3.12917,2.24708;-2.60636,-2.34721,1.88346;-3.09704,-3.26577,2.1893;-2.59854,-1.66401,2.72864;-3.17801,-1.89334,1.07939;-1.13506,-3.56059,0.184077;-1.92443,-4.30574,0.261002;-0.175832,-4.07959,0.149927;-1.28144,-2.79421,-1.139;-2.16204,-2.1436,-1.12316;-1.33142,-3.74596,-2.32473;-2.21466,-4.37304,-2.25095;-0.451559,-4.38336,-2.33422;-1.37495,-3.20469,-3.26575;-0.0947827,-1.96035,-1.18596),wU:26.29,35.38,C:6.6,8.7,14.13|"
M29_L14,[c:1]1([H:42])[c:2]([H:43])[c:3]([H:44])[c:4]([C@@:5]2([H:45])[C:6]([H:46])([H:47])[O:7][C:8]3[c:9]4[c:10]([H:48])[c:11]([H:49])[c:12]([H:50])[c:13]5[c:14]4[C:15]4([C:16]([H:51])([H:52])[C:17]5([H:53])[H:54])[C:18]([H:55])([H:56])[C:19]([H:57])([H:58])[c:20]5[c:21]([H:59])[c:22]([H:60])[c:23]([H:61])[c:24]([C:25]6=[N:26](->[Co+2:27](<-[N:28]=32)<-[Cl-:29])[C@:30]([c:31]2[c:32]([H:63])[c:33]([H:64])[c:34]([H:65])[c:35]([H:66])[c:36]2[H:67])([H:62])[C:37]([H:68])([H:69])[O:38]6)[c:39]54)[c:40]([H:70])[c:41]1[H:71],"[H]c1c([H])c([H])c([C@]2([H])[N]3[Co+2]([Cl-])[N]4=C(c5c([H])c([H])c([H])c6c5C5(c7c(C=3OC2([H])[H])c([H])c([H])c([H])c7C([H])([H])C5([H])[H])C([H])([H])C6([H])[H])OC([H])([H])[C@]4([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H] |(5.45559,-3.20239,-3.57452;5.04101,-2.53284,-2.83712;3.88506,-1.82436,-3.11678;3.40023,-1.93461,-4.07407;3.35144,-0.965142,-2.17293;2.45302,-0.407751,-2.39758;3.9771,-0.807329,-0.940441;3.40181,0.142344,0.0777969;4.02853,0.126371,0.97791;2.04267,-0.243256,0.489234;1.54992,-2.2467,0.485907;2.67284,-3.75848,-0.189696;-0.479059,-2.31322,0.481941;-1.19955,-1.6806,-0.375395;-0.661107,-1.20601,-1.65069;-0.0264823,-2.12476,-2.4953;0.0367862,-3.16175,-2.20049;0.459009,-1.71841,-3.72475;0.905257,-2.44754,-4.38219;0.387258,-0.386168,-4.11447;0.787016,-0.0724055,-5.06675;-0.195462,0.531861,-3.26067;-0.744304,0.1212,-2.04906;-1.37922,1.2763,-1.32553;-1.20909,1.22945,0.168723;-0.0764606,0.917264,0.908841;1.28126,0.785833,0.361729;1.83505,1.87445,-0.151907;3.20223,1.58385,-0.441098;3.35913,1.66832,-1.52021;3.82597,2.31595,0.0736929;-0.18632,0.822548,2.30033;0.689015,0.579633,2.88245;-1.39132,1.06354,2.93173;-1.45,0.991224,4.0064;-2.51769,1.40127,2.19327;-3.45686,1.60183,2.6862;-2.42027,1.46951,0.817;-3.49552,1.78161,-0.175052;-4.44637,1.31515,0.0784456;-3.65324,2.86245,-0.210465;-2.92174,1.25987,-1.49822;-3.25556,0.234689,-1.66116;-3.23365,1.85698,-2.35191;-0.730296,2.49738,-2.01859;-1.40191,3.35289,-2.03433;0.171048,2.78744,-1.47894;-0.363926,2.01106,-3.43081;-1.1723,2.20769,-4.13897;0.535013,2.49104,-3.81655;-2.47491,-1.52022,-0.0734339;-2.68502,-2.06365,1.2307;-3.52409,-2.75843,1.18239;-2.92522,-1.23197,1.90047;-1.33946,-2.74099,1.58641;-1.42498,-3.83668,1.5288;-0.780043,-2.39593,2.94758;0.592188,-2.35326,3.16021;1.29618,-2.58928,2.32835;1.11362,-2.06304,4.40758;2.1824,-2.03544,4.55321;0.259923,-1.82714,5.47286;0.662457,-1.60606,6.44876;-1.10886,-1.89569,5.28045;-1.77957,-1.73268,6.10981;-1.62713,-2.18138,4.0289;-2.69614,-2.2529,3.90156;5.13915,-1.51816,-0.665573;5.63073,-1.3977,0.288508;5.66651,-2.37943,-1.61098;6.56716,-2.93073,-1.39036),wU:7.7,54.61,C:9.9,11.10,12.11|"
